ItemID,Sentiment,SentimentText
852positive,negative,&amp;Bobby wont give me a kiss goodnight  saaad face for days again.
8522,negative,&amp;deeen went to tha dentist n found out ima get my wisdom teeth pulld out some day  grr
8523,negative,&amp;EASYxTARGET sooo gross outside right now  not good summer weather lol
8524,negative,&amp;he's gone 
8525,negative,&amp;Lindsays not on Kyras list 
8526,positive,&amp;never gotten closure. But maybe closure is just moving on&amp; being happy  I'd like to be optimistic for once &amp;hope I'm actually doing that.
8527,negative,&amp;WAVING MADLY to all my TWEET Twitters Peeps been having pc issues  I Missed everyone LOVE &amp; BLESSINGS
8528,positive,&gt; @bbrocato Aww! Thanks for the lovely follow friday mention! 
8529,positive,&gt; @phillipgibb: Have any thoughts on Fatherhood &amp; wht makes it successful?// Your guess is as good as mine dude! Ask your wife - or mine 
853negative,positive,&gt; @rianf: Anyone have any experience with defining core values for a company's culture? &lt;- That sounds like fun! 
853positive,positive,&gt; @Valarya: Old school PC advertisement!  THE COMMODORE positive28PC!  Haha  http://bit.ly/VgPhJ
8532,positive,"&gt; i'm gomna do today  - making breakfast,  looove the song boom boom pow - black eyed peas!! "
8533,negative," true....  acha i prolly wont go 2 the movies,,,some friends r over"
8534,positive,=- trying to figure out this Twitter thingie
8535,negative,=- trying to open that Book to study!yuckkk
8536,negative, tummy ache
8537,negative, tummy aches are the DEVIL
8538,negative, tummyache; bout time 2 exercise &amp; cut greasy foods; time 2 figure out what 2 do bout wrk hrs; im getting ready the ride of a lifetime. &lt;3
8539,positive, tweet tweet xD follow me people!
854negative,negative, twitteds dead. Haha.
854positive,negative, twitter is freezing my poor fucking computer. *sigh* I'll be back later.
8542,negative, twitter updates on my phone don't wanna work 
8543,positive, twitter...i mean youtube  on a miley mandy vid lol!
8544,positive,- Typing up a couple more tutorials on tweaking Wordpress code. Next post 2 come is how 2 tweak the form style of the Subscribe2 plugin. 
8545,negative, typo .... Let's try again: Happy Sunday! Watching &quot;How the Earth Was Made&quot; ...Palio Indians
8546,negative," ugh this week can't get worse after being packed in my suitcase my ipod display broke some how! :,-( I hate when things break!"
8547,negative, Ugh. Just want everything to be okay.
8548,negative, ugh. ready to go home.
8549,negative, ugh. that is how i feel so far today.
855negative,negative, ugh....great
855positive,negative, ughhhhhhhh.
8552,positive," Uhh forgot , Well he (ashton) is a great actor but he can't never be a comedian like ahmadinejad ... Can he ?"
8553,negative, Uhm.. science! -.- Verrrry boring and LONG  Grrr.
8554,negative, uhoh.  jersey peeps are arguing.  so angry. 
8555,negative,-- um yea - going back to the doc on Thursday for follow up blood tests and to inquire about pain in side   Damn - I am a mess !
8556,negative," umm yea, I'm not goin 2 the beach 2day. Weather sux. But!, 2mrw earrrrly a.m. I am there!"
8557,positive," unequivocally yours too my love, in your arms.    Night night my Prince x X X X"
8558,negative, unfortunately &quot;matti&quot; was not available as friendly URL for facebook =&gt; so I got http://www.facebook.com/matthiaspatz - but I like it ;)
8559,negative, ur callin me a big dummy. Seeee this is y ppl go to a mental housue. Cuz ppl lik u ruin their livs sayn meanie stuff. Angel
856negative,positive, ur damn right!!
856positive,negative, urg ! i missss you.
8562,negative, Urghh English Coursework
8563,negative, vacations over today
8564,positive, very happy
8565,positive,-- very happy right now! 
8566,negative," Very sad. Half terms over!! Back to school, so much to worry about! Trying to do a stupid project, but this girl hasnt sent me her work!!"
8567,positive, very successful night.
8568,positive, Via  @vimoh: Sanjay Dutt gets parents' name tattooed on chest - Sanju Baba: Now 3negative% more retarded. http://ff.im/-3sGpositivep
8569,positive, Victoria Beckham has a hot ass accent!D wow
857negative,positive, vid  Microwaving a cellphone is surprisingly cool http://is.gd/wjpY
857positive,negative, VS2negativepositivenegative mucked up my solution/project files. #fail
8572,positive, wait me here i need to do a work things see u in minutes..thats a studio!
8573,negative, waiting for claire to leave to glendale for the movie tonight then exploring
8574,negative, wanna do some sessions with ronnie he da bomb u know?
8575,negative, want my new mac! I'm getting impatient now!
8576,negative, wanted to see a Laker/Cav match-up. Oh well GO LAKERS !!
8577,negative, wants to go on Ajax Experience 2negativenegative9 http://bit.ly/positivenegativegpwQ
8578,negative,&quot;but ur boring....got no reason to follow&quot; harsh words...thank u mother 
8579,positive,&quot;by the power of greyskull&quot; - rofl 
858negative,positive,"&quot;Calm down there, killer.&quot;  coolpants."
858positive,positive,&quot;can i buy you with my tickets?&quot; &quot;we are going in the hole&quot;...  &lt;3
8582,positive,"&quot;can i come in?&quot; &quot;yeah&quot; &quot;are you decent?&quot; &quot;no, i'm naked. come in&quot; lol oh i love john gosselin "
8583,negative,&quot;Canned&quot; is not on ABC�s schedule. Bad NEWS! 
8584,positive,&quot;Can't a Stevie wonder?&quot; gabe just called me sleepypants gaby. 
8585,negative,"&quot;'Cause, honey, I don't like this kind of weather when I'm with you&quot; I love this part. *-* Heeey, Maika, marry me.  haha"
8586,negative,"&quot;cepet sempuh ya khalisha sayang&quot;  :p:p:p:p well, starts 2 missing you Bar.......... "
8587,positive,&quot;Chasing stars and losing shadows&quot; 
8588,positive,&quot;chasing stars and losing shadows. peter pan and wendy turned out fine. so won't you fly with me.&quot;  !!
8589,positive,"&quot;Cheat on yer man ma, that's how you get a hizzead.&quot;  Oh Pharell. "
859negative,negative,&quot;Clearly your life is a cavalcade of misfortune&quot; he says re:my whine I'm not @ #nerdprom2 &amp; I can't evn stream it on my obsolete iPhone 
859positive,positive,"&quot;come on get higher, loosen my lips, faith and desire, the swing of your hips, just pull me down hard and drown me in love&quot;  nice song"
8592,positive,&quot;come to the backdoor and i'll give it to you for free.&quot; i'm a whore. 
8593,positive,&quot;Comedy Central has reverter back to Nickelodeon on NTL digital&quot; my new indication that I've stayed up late enough working 
8594,negative,"&quot;Connecting to Region&quot; problem is back, no matter which sim i connect to in OSGrid. how come others are listed as online? don't get it "
8595,positive,&quot;Cosatu and Icasa have been ordered to cover the legal costs&quot; Haha beautiful! 
8596,positive,&quot;costar&quot; is da best song day 26 evr sang 
8597,positive,&quot;daddy&quot; got me an air conditioner!! 
8598,positive,"&quot;depression is easy, its harder to be glad to be alive&quot;  dont take it for granted "
8599,positive,"&quot;Designing for the Web&quot;: Unboxing http://bit.ly/8wHds Thanks @markboulton! Beautiful book, awesome content!  #fivesimplesteps"
86negativenegative,positive,&quot;Diamonds Aren't Forever&quot; - Bring Me The Horizon.! &lt;3 
86negativepositive,negative,&quot;Did #Bing Just Leapfrog #YahooSearch?&quot; on @techcrunch http://bit.ly/YBvvnegative Strong SELL for Yahoo  #Google #Microsoft
86negative2,positive,"&quot;Do the math, me minus you&quot;...&quot;Get over it your friends are so much hotter!&quot; Ahhh now I remember why I love the Jonas Brothers "
86negative3,positive,"&quot;Do you know who I am? Good, neither do I. Got nothing to say, but if you pay me, I'll play a fool &lt;3.&quot; - Cobra Starship &lt;3 "
86negative4,positive,"&quot;do you like bread?&quot; &quot;do you have a beard?&quot; wtf, confused.com advert?! "
86negative5,positive,"&quot;Do your ears hang low.. wait why would your ears hang low. Oh, I forgot it was about elephants.&quot; - the always intelligent @oliviaBpositive492 "
86negative6,negative,&quot;does he regret it?&quot;- because I dont 
86negative7,negative,&quot;Don&quot; 647-8x3-7x9x no showed and no cancelled. Also 289-2x2-9x4x extremely rude and threatening over phone. Make gft girls sad &amp; angry. 
86negative8,positive,"&quot;Don't call me son. I'm a lawyer, and a naval officer. And you're under arrest, you son of a bitch! The witness is excused.&quot; ♥ this "
86negative9,positive, Wants to kiss the sunbeams! I'm so excited it's summer 7 Days!
86positivenegative,positive, was just offered a VERY good deal! Maybe my career path will take a different turn? I guess we'll see won't we!
86positivepositive,negative, was promised sun today for my day off!
86positive2,negative, was sick for the last two days..missed working out. Don't worry I'll be back on my game in no time. Friday!!!! Watch out Beyonce.
86positive3,negative," Wasn't allowed on the drums, stuck on the bass instead. I'm no Jack Bruce but still blew my other 'band members' away. Natch."
86positive4,negative, wat a sad day.....i'll miss you.........work today...sucks my ass
86positive5,positive," watched UP with @iggyeatsindie @lonelypker and ryan. 2 months 'til bff leaves for japan =( but today was good, thanks Lord."
86positive6,negative, watchin my girls board the plane ~Violet Alyssum
86positive7,positive,- Watching Forrest Gump! 
86positive8,positive,- watching I'm a celebrity get me out of here hah 
86positive9,positive, watching The Brady Bunch
862negative,positive," watching the Miley and Mandy show , those girls are crazy but i love em =P"
862positive,negative,- watching the second to last episode of boston legal EVER. can't beleive it's nearly over... 
8622,positive, We cannot help it!! @disil429
8623,positive, we made up.. but Im STILL making him watch Bride wars! HAHAHA
8624,negative," we recognized victims - ran downstairs to assist...no one hurt, but shaken up...complete accident  "
8625,negative, we should be getting ready for another show like we were this time last fri 
8626,positive," welcome to me! Next couple weeks are crazy busy, and less than 3 weeks till the marathon"
8627,negative, well dont feel pathetic! guys are lame.
8628,positive, well i think i should become an actor! that was rather convicing 
8629,negative, Well ima go be emo now and cry. Thanks guys. Thanks.
863negative,negative," we'll miss you, Rodney Harrison (Please don't pull a Brett Favre!) http://tinyurl.com/r2ugdk"
863positive,positive, Well we have 2 new colts. I'll be posting them on our MySpace and Website join us on MySpace http://tinyurl.com/cnyn7l
8632,negative, well. Im alone. Again. FML
8633,negative, went to sleep early  now i'm awake. Ugh.
8634,positive, were not playing them just at the school
8635,negative, wet sweat pants NO BUENO
8636,positive, what a sunny morning ... how is it going twitter??
8637,positive," what a weird dream,i loved it.Hahaha D;"
8638,negative, what about that fat boy?
8639,positive, what can i say haha love you
864negative,negative, what happened to DJ Envy's mixtapes. I miss hearing his drops. &quot;ENVY&quot; ..  #RandomThought
864positive,negative, what happened to my town!!!! To Morroc!!! Curse you! Satan Morroc!!!!
8642,negative, what more can i say?
8643,negative, what the fuck
8644,negative, whatever
8645,negative, whatever it's my birthday I'm not letting anything get in my way
8646,positive, whatever trever
8647,positive, what's up kidoooo
8648,positive, whatxhing tayg 
8649,positive, Wheeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
865negative,negative," when i close my eyes, i see the bejeweled grid &amp;my jewels being quickly aligned so that the announcer says GOOD JOB!"
865positive,negative, When I get back we re doing something!
8652,negative, When it aires I`�� probably be asleep the clock is like 5 a.m here if they mean it airs 8 o clock on the west side :S haha what do I know
8653,positive," When walking outta the bah, be cahful not to get right in ya cah, or else ...http://bit.ly/7Dw8u  (via @AdamPieniazek)"
8654,negative,&gt; Is anyone going to be selling tickets? I really want to go! 
8655,positive,&gt; was wanderin arnd the whole day... spent most of the time in ma car.. wher time flows for me faster than itself 
8656,positive,"-&gt; Will take a stroll, maybe a snack, and then get the ingredients for dinner. Ideas?  x"
8657,positive,---&gt; You know your Tweeting too much when Tweeples start telling you that your not Tweeting up to your usual high standards. Too cute! 
8658,negative,"&gt;! Argh, I'm so annoyed. I hate feeling like this, it makes the frustration worse grrrrrrrrrrrrr this is fucking shitting me! "
8659,positive,"&gt;&gt; looks rubbish.. Oh well, content over appearance, right? "
866negative,negative,&gt;&gt; Why I Don't Like the 2negativenegative9 Giants: There are a lot of fans of the San Francisco Giants who can.. http://kl.am/Pxw (via @GiantsMLB) AMEN 
866positive,positive,&gt;&gt;&gt;&gt;&gt;@Maineeventmnp he's the best 
8662,negative,"&gt;&lt; laptop internet out again, must settle for phone internet "
8663,negative,&gt;.&lt; coffee gave me a headache 
8664,positive,&gt;:[ the best when mad is driving 
8665,positive,&gt;:d&lt; thanks to everyone that wished me a happy birthday esp my sisters  love you guys. I enjoyed my bday..def time for me to lay down now.
8666,negative,-----&gt;@DJMONEYMIKEGLE stil hasn't took me shopping!! 
8667,negative,&gt;_&lt; i got stuck in a car wash with this really angry man behind me.  no fun.
8668,negative,"&gt;shivers&lt; I just had a HUGE spider in my room... and I mean BIIIG one!  I don't mind them,but when they are outside.. not INSIDE ("
8669,negative,&lt;--  has been hit by the twitpocalypse - #twitterific on my iPhone now doesn't work... 
867negative,positive,&lt; 3 for my 222! iClever 
867positive,positive,&lt;- Annoyed. 
8672,positive,&lt; arron&gt; probably not quite as creative as you there Piku 
8673,negative,&lt;-- didn't even make it to the stairs on way to change into bathing suit before doorbell rang.  
8674,negative,"&lt;---- excruciating headache, my teeth are killing me.....whole face hurts  .... wtf!"
8675,negative,"&lt;-- feelin a lil pathetic, seems like Im TWEETing 2 myself. "
8676,negative,&lt;---- feels sad only has 24 followers - I must be boring 
8677,positive,&lt;----- going to tha park with sisas in brudas 
8678,negative,&lt;-- has no DM's. Is that like having no friends? 
8679,negative,&lt;-- head is pounding.. so much for trying to go out tonight.. I think imma hit this bed soon  
868negative,negative,&lt;---- HEADACHE 
868positive,positive,&lt;---- Huge gadget geek / early adopter. So the answer is &quot;because.&quot;  LOL. @Agent_M
8682,negative,"&lt;-- hungry... Craving chicken noodle soup, or any soup in general. I think it has a lot to do with the dreary weather here in WA. "
8683,positive,&lt;- I am pretty sure MSTRKRFT melted my face off last might but Justin says it's still there. 
8684,negative,&lt;--------- is dreading the rain 
8685,positive,&lt;- is glad to be back in tucson. 
8686,positive,&lt;----------- is listening the FUCK out of Lamb of God 
8687,positive,&lt;--- is moving to Norway - Oslo on Saturday 
8688,negative,&lt;-- just got called in early to work b/c the only dude that works there called in (for the millionth time)-  Silver lining? Mo' money 
8689,positive,"&lt;- needs coffee...Someone drink coffee with me, please "
869negative,negative,"&lt;--------------- Needs to stop reading @donniewahlberg tweets....I am crying like a baby   You had me at hello ddub, you had me at hello.."
869positive,negative, When will my &quot;hottie with a body&quot; points kick in?? She's a ginger and she's already got like 275 points?! Not fair...
8692,negative, Where are my friends
8693,positive, where ever you go! 
8694,negative, where is everybody!
8695,negative, Where is everyone?
8696,negative, where the flip is everyone?? and has anyone heard from @gillianre this w.end???.............
8697,negative, where'd all the peanut butter go?
8698,negative, Wheres my mommmy? D:
8699,negative, Wheres my Romeo?
87negativenegative,positive, white chocolatte
87negativepositive,negative, white haired cats are deaf...
87negative2,positive, whoo!!!! 3 more days for me..
87negative3,negative, Why am I not allowed to be happy ?
87negative4,negative, why are all my mates basically all of them are in relationships.......and i got none not even close 
87negative5,negative, Why can't I sleep ????? Is it too much to ask for :-P
87negative6,negative, why did they show the w word.
87negative7,negative, Why didn't we see this before?
87negative8,negative, Why do I always have problems with Reason?? 
87negative9,negative, Why do other pet care people try to run others out of business? Or send suspicious e-mails fishing for info?
87positivenegative,negative, why do these stories gotta be sooo long and i have to learn like 2negative .. SOOO EXTRAA :@ GRR !!!
87positivepositive,negative, why does everyone wanna runaway?
87positive2,negative, Why does my favourite model never win in these TV reality-competitions?
87positive3,negative,=- why Does NHpositive wanna Sleep?
87positive4,negative, why does this happen to me
87positive5,negative, why does twitter hate me?
87positive6,negative, why i thought you loved me ??
87positive7,negative, why is @Kristinakk4 and @Shantisaha too busy to tweet to me? i know when im too busy to tweet its because im being entertained... lol
87positive8,negative, why is life so hard?
87positive9,negative, Why is my  3.negative iPhone update taking so long?
872negative,negative, why is my heart sooooo sad but by soul is joyful??
872positive,negative, why is twitter acting weird - i can't follow who i want and my follow lists are wacky.
8722,negative, why man?
8723,negative, why my phone not ringing I feel like Its broke
8724,negative," why whole freakin' left leg is damaged! , any cures? lol"
8725,negative, why wont the chatroom work :'(
8726,negative, why? haha blue in the face!
8727,negative, why'd i ever let him go?
8728,positive, will be online in a lil' bit 
8729,negative," will be working all the way to positivenegativepm  dis week,"
873negative,negative, Wiltssy cheer up. Guys r guys n it's all gonna get better.
873positive,negative, wish i could go out buh gota stay in to do revision. its well hott ere OMG were finally aving our british summer we was promised haha x
8732,negative, Wish I could update Twitter with mobile phone!
8733,negative, wish i was going to Arizona.
8734,negative,- Wish there had been more Mass Effect 2 in EA's press conference.  #e3 #ea #masseffect2
8735,negative,"=- wish this post-dengue crap was over, but according to the doc it may last A few more months  pain pain pain"
8736,negative, wishes more of my friends were on twitter! GOSH. 
8737,negative,=- wishing I could hibernate for the winter
8738,negative, with a side of uh oh.
8739,positive, with the airman today. . Woo-hoo  . . Well kinda lol 
874negative,negative, woke up not feeling well
874positive,negative, woke up with major heartburn    owww.
8742,negative,- wondering if they'll find out what happened to that plane...and if they'll ever find it. Just glad no-one's yelling 'terrorism'...yet 
8743,positive,&quot;don't eat more than 3 cause you'll not poop for a week! Trust me. I know! &quot; lol gotta love 2.5 men 
8744,positive,"&quot;Don't get me wrong. I'm pulling for you, but this whole thing is a crapshoot waiting to happen.&quot; Hahahaha!!! This is a great show.  "
8745,positive,&quot;Don't leave me hanging in this city so dead&quot; - Avril Lavigne: Happy Ending&lt;33 
8746,positive,&quot;Don't Stop Me Now&quot; -McFly  
8747,positive,"&quot;dont you lie to mama&quot; - sam, funny "
8748,positive,&quot;Drag Me To Hell&quot; was Perrrrrrfecttttt 
8749,positive,&quot;DRAMATIC MOMENT IN GROCERY STORE. wait...that was a gas station.&quot; lmao shelby 
875negative,positive,&quot;dream of a better world because it's coming&quot; -someone could live off of those words dude 
875positive,negative,&quot;dreamin' things that never will happen&quot; 
8752,negative,&quot;Dude u have a naked pic of Jennifer Aniston on ur site... im not that kinda girl. sorry  &quot; i just received this interesting shout.
8753,negative,&quot;Due to very long queues last entry to the museum will be at 4pm.&quot;..dont think ill be making the Banksy show this week then 
8754,positive,&quot;emancipate yourselves from mental slavery; none but ourselves can free our mind&quot; - bob marley 
8755,negative,&quot;Empire of the Sun&quot; author dies; grey skies befittingly persist.  Wah 
8756,negative,&quot;Enjoying&quot; the day off doing laundry... 
8757,positive,&quot;eternal sunshine&quot;. myhrr. portos. open window. livingston sangria. texting w/ @nitadarling. this is my friday night... 
8758,negative,&quot;EU sees China unsafe products hitting record high&quot; http://is.gd/tCdx &quot;...Toys made up almost a third of the dangerous products...&quot; 
8759,positive,&quot;Even a turkey can fly in a tornado.&quot; -Dave Ramsey LOL 
876negative,positive,&quot;even the sweetest thing on earth can hurt.&quot; --toothache (hahaha message from Mhenggay  )
876positive,negative,&quot;Every joke is a lie&quot; ..for example....Guys that say they can only fit magnums xl... Thats a freakin Lie 
8762,positive,&quot;Every little bump in the road I tried to swerve... but nothing we say is gonna save us from the fallout&quot; Good morning all. 
8763,negative,&quot;Everybodys saying he's not coming home now.&quot;---  worst song my family couldve heard in a time like this...
8764,positive,&quot;Everyday is the first of the rest of your life.&quot; I'm soooo tired! Goodnight xo 
8765,positive,&quot;Everyone has a photographic memory. Some don't have film.&quot; - This is me! LOL  (via @Joey_Smith) | I don't have a battery!!
8766,positive,&quot;Everyone has one special thing.&quot;  This guy sets the record  for the longest pronunciation of the word &quot;Fresh&quot;    http://bit.ly/3mD9fV
8767,positive,&quot;Everyone wants to cockblock him.&quot; - best fraaaaand 
8768,positive,"&quot;Everytime that I'm alone with you, homie be checkin up on you, but if that homie only knew, you got a lot of freak in you, baybayy!&quot;  yup"
8769,positive,&quot;Expense claims rules in full: positive)All claims made by MPs are within the rules.2)All rules are made by MPs.3)Er...4)That's it&quot;-Private Eye 
877negative,positive,"&quot;Ey-ey baby, maybe you can show me your lady, And we can make a lady tonight!&quot; Thanks Jake  Have a great night tonite!"
877positive,positive,&quot;Fading Away&quot; by Demon Hunter 
8772,positive,"&quot;Faith is the assurance of things hoped for, the conviction of things not seen.&quot; There's my problem: I'm a visual learner. "
8773,positive, wooo happy times
8774,positive, woots gnite my love ^.^ ty for checkin i love u
8775,negative, work in two hours . Want to stay home and dance and sing along to the music
8776,negative, work is slowly killing me.
8777,negative, work rawr. I showered Jersey yesterday with volumizing shampoo. She looks like a lioness!
8778,negative," work tomorrow, lazy day. i completly passed out after my jog...weird. i usually eat, but i was not hungry...hmm"
8779,negative, WORK Ugh
878negative,negative, work work work WORK!!
878positive,positive, working and im really excited about new moon the clip last night was awesome!! and Congrats to everyone in Twilight for their awards!
8782,negative, working late... real late
8783,positive, working on my decades project
8784,negative, wow him dying just made me tear up
8785,positive," wow just figured out how to do this, what a thrillbilly i am."
8786,negative, x infinity = oo--)
8787,negative, XBOX CONTROLLER OUT OF BATTERYS!!! YOUU BITCH YOU FML
8788,negative, y does sounds of spring have to be positive8+. im going to soooo many music festivals next year as soon as im positive8 lol
8789,negative, y u didnt answer Baby!! Oh well bouta call it a nite...!
879negative,positive, YAAYYYY!!! Blair and Chuck!! OH MY GOD!!
879positive,negative, ya'll are never any help...im depressed now...imma eat currreal &amp; A TURKEY SAMMMICH!!!!!!!!!!!!!!!!!!!!!!
8792,positive," yay for boating, sunshine, and fun times with friends"
8793,positive,=- yay ice-cream truck is Playing pretty music outside the office window
8794,positive, yay! Cookies from jab!
8795,positive," yay! Watching the sunrise bright n early tommorrow, then mitsu-kenz... G2G sleep now then?"
8796,positive, YAY!! Tarryn Nothando Voula Portukalos Steyn Matyila Clooney approves!
8797,positive, Yayz! Today's is the day I call and see if I got that job! x3 I ish so happy... even though I slept horribly... So I'm kinda drained...
8798,negative, yeah.. Cudn he have declined? Idiots. 8negative mil.
8799,positive, yes im very excited
88negativenegative,negative," yes look at the shit u have made and what are they all riots, an inocent positive8 yrs old girl, a father struggling to take her dgt bck to life"
88negativepositive,negative," Yes, I've just become fed up with a few things but am working to make it better at least! @Hyperopia"
88negative2,negative, yorkshire lost
88negative3,negative, you can try and forget me.
88negative4,negative, you hurt.
88negative5,negative, you learnin all days and then you have only B
88negative6,negative,- you must be kidding me. my poor EfivefourE.  why is my life so &quot;exciting&quot;?
88negative7,negative, you need to find someone
88negative8,negative, you ok?    GOAD Rocks
88negative9,positive, you remind me to write izzy lol  -aka- THE ZOO
88positivenegative,positive, yumm I LOVE CHICKEN FRIED RICE!!!!!!
88positivepositive,positive,"- Yummy, donuts. Thanks Dad! "
88positive2,negative,! @auntnancis @donbarnes You guys have a lot of free time. I want a hobbit name 
88positive3,positive,"! AAAHHHHHH I am excited! PUSHI THIS IN HOME!, it's okay! aawww i'm so happy right now "
88positive4,negative,!!!  I left my teddy bear at Kim &amp; Scott's.  
88positive5,positive,!!! Welcome @Ars_Electronica on Twitter   
88positive6,negative,!!!! &lt;3 !!!!  Ready for exam today&amp;stvpark   - exam not so much  whereas parrk yes~!
88positive7,negative,!!#%!#%!^ I just dropped my metal measuring spoons into rotating garbage disposal.Wah. My fave set of ms poons! 
88positive8,negative,!!@@##NEWSFLASH##@@!! http://bit.ly/positivepositiveOivN   TIMEWARP2negativenegative9 PICTURES FINALLY ONLINE!!!!! srry for let u guys waitin  xx
88positive9,positive,!!new hair!!! thanks to Adam and Lilly at Bad Apple in Brum ..  pic will follow ... http://ping.fm/LXsgP
882negative,negative,!@deighe_d wasn't working for anyone in phoenix. seems kind of useless to have it right now. 
882positive,positive,"!@dossy see, move is neat, can be done, and provides deniablity against the incumbent game "
8822,positive,!@dossy that's what i was thinking positivex/hr and move would only work if the space was available 
8823,negative,!@jenscloset  And you didn't invite me?  
8824,positive,!@littledotty I didn't even realise Sheppey had any tearooms  I only ever go to Tesco's and I haven't been to the other coastal towns..
8825,positive,"!@markuss ah, right  well, you guys definitely have an awesome xoco culture. fantastic!"
8826,positive,!@Wolfrum So ... are you saying one time Skagway actually had news? (I kid because I love.  )
8827,positive,"!6 Pairs of Converse and Counting..., Wh o else Loves Converse as much as I do??   My  Favorite positive's are Black Monochrome both Hi  &amp; Lows!!"
8828,positive,!hailer nonworking cmd has been post in crew.. all that cmd did not give any respond.. 
8829,negative,"!Identica currently has rather severe problems concerning performance, availability, and its gateway to Twitter.  #fail !laconica"
883negative,positive,!identica group &quot;Join&quot; buttons working again 
883positive,positive,!kde rekonq sure looks good ! even for a negative.positive version. i think its going to become my default browser 
8832,positive,!linuxoutlaws server back up. Thanks @linode for the extra storage! 
8833,positive,!listening to Tech7 by Abfahrt Hinwil from Links Berge Rechts Seen with my 6 week old daughter. She likes it. Thanks #last.fm 
8834,positive,!ubuntuhu The new ubuntu.hu is awesome! 
8835,positive,""" Brokeback Mountain "" is a great short story and explains more, oddly enough, than the movie does, even though both cover the same chronological ground."
8836,positive, Brokeback Mountain  was also very excellent.
8837,negative," brokeback mountain was terrible.
8838,negative,Sentimentpositive4negative,# @Catherine42 I wouldn't mind but I only had positive/2 a portion &amp; then left positive/2 the cream  just fruit for me then until my hols  x
8839,positive,Sentimentpositive4negative,# @DeliciousLunch ... dark chocolate cookies? oh you tease! I'm writing to day n dipping into twitter for company 
884negative,positive,Sentimentpositive4negative,# followfriday @mstuyvenberg @feb_unsw @hazelmail @beckescreet - all almost as cool as he-man and she-ra 
884positive,positive,Sentimentpositive4negative,# followfriday @presentsqueen because she talks sense 
8842,positive,Sentimentpositive4negative,# New York is the most amazing city i've ever been to 
8843,negative,Sentimentpositive4negative,# number times I bottomed out just in our driveway = 4... a 6.5 hour trip to mass.. I'm scared 
8844,negative,Sentimentpositive4negative,# of NYC celebrity street vendors &gt; # of POA celebrities  http://streetvendor.org/media/pdfs/Side2.pdf
8845,positive,Sentimentpositive4negative,###### yay ##### thanks @matclayton ##### 
8846,negative,Sentimentpositive4negative,#$%#$^#%@ I HATE THE DENTIST"
8847,positive,#**@.eddddddddddddddddddddddddddddddddddddddddddddddddddddddddddAHH!!!69charactres left. i hope all hands are intact and fingers too. 
8848,positive,"#/Galahad in Poland at the mo, Lucky gits "
8849,negative,#/pointcast is making me feel old 
885negative,negative,#@!$#@&amp;*!!! Big Fat positive positive/4&quot; rib eye cooked to perfection was SPOILED!  The piece of chicken breast was not a suitable substitute 
885positive,negative,#@!~ get ready for d new semester??? sigh... going back to campus tomorrow..  #fb
8852,positive,#positive question during baby hospital tour: where can I plugin my laptop? &quot;pls don't unplug equipment.&quot; 
8853,positive,&lt;-------------------------- New Pic 
8854,negative,&lt;-- Not surprised. It was only a matter of time before Windows reached the great level of failure that it once achieved. @EdzJohnson 
8855,positive,&lt;-------- off for doin� some action with my kids  wish ya all a nice sunday!!!see ya...
8856,positive,&lt;-- on everyone's Most Wanted list. I say  these outlandish things because they happen to be true. 
8857,negative,&lt;-- over here in tears 
8858,negative,&lt; still hungry  still haven't eatin.
8859,negative,&lt;-- Thinks that @EZPimpinKam needs to give me a tour of Brooklyn... Im dyin to come up there.. 
886negative,negative,&lt;-- WinchesterLambourne.etsy.com but the name was too long to tweet. 
886positive,positive,&lt;&gt; I had an amazing day today!    Thanks NiN!! &lt;&gt; | http://twitpic.com/6idnw | http://twitpic.com/6ihsm |
8862,positive,"&lt;&lt;&lt; Course, I left the camera behind, plus it wasn't raining buckets on our heads: that saved at least 45 minutes. "
8863,negative,&lt;&lt;&lt;&lt; wishes she had a shower in the flat 
8864,positive,"&lt;&lt;---Keep me in your prayers while I look for a new apartment  Thanks in advance, folks!"
8865,negative,"&lt;@Goddessism Will keep on trying.You don't show up in the list of ppl I'm following, so can only read you when you @reply to me directly "
8866,positive,"&lt;@swissmissus Neither was I until positivenegative mins ago  Builders here since 7:3negative, keep looking at me strangely whenever I appear in my jimjams ..."
8867,negative,&lt;\3 not in the mood. 
8868,negative,&lt;~ so upset my calendar on my BB got erased somehow along with all the notes I had written about R's firsts so I could have the dates 
8869,positive,&lt;~~~~if you need me...this is where I'll be all day...jus sayin'  http://twitpic.com/6bu59
887negative,positive,&lt;~~~grateful for unlimited texting...53 text msg today from Hope plotting her whereabouts all day..LOL..&amp; she still isn't home 
887positive,negative,&lt;=exhausted 
8872,positive,&lt;3 &lt;3 &lt;3 holy shit the best words  &lt;3 &lt;3 &lt;3
8873,positive,&lt;3 @gourab_sahoo  See you at home lol glad your enjoying my Twitter activites 
8874,positive,&lt;3 alayellow 
8875,positive,"&lt;3 almost summer vacation - and yes, i am a strange girl who enjoys working summer camp every year "
8876,positive,"&lt;3 Beatles Rockband, watching today's E3 recorded from G4 "
8877,positive,&lt;3 Culture Club... 
8878,positive,&lt;3 God is on MY Side. 
8879,positive,&lt;3 i love ROBBIE WILLIAMS! 
888negative,positive,&lt;3 Joe Dempsie &lt;3 Hungry. I think I'm having Chinese for dinner  Mmmm...
